dates,cpi,core_cpi,gdp,real_gdp,fedfunds,emratio,wti_oil,divisia_m3,gscpi,gov_total,gov_current,total_par,total_market,private_par,private_market
2015.03,237.85,242.9,4600.41,4714.35,0.14,59.3,46.42,1266,-0.6,1556.7,1002.98,18152.06,18798.26,10642.88,10761.87
2015.04,237.84,244.19,4608.78,4723.05,0.16,59.4,41.95,1283.6,-0.4,1561.81,1012.6,18151.58,18808.03,10656.25,10770.94
2016.01,237.69,245.46,4631.48,4750.42,0.36,59.8,33.18,1293.4,-0.6,1578.49,1021.07,18920.78,19537.3,11194.38,11294.95
2016.02,239.59,247.08,4677.93,4765.68,0.37,59.7,45.41,1312.9,-0.5,1579.4,1025.41,19192.59,20082.32,11405.01,11619.34
2016.03,240.61,248.36,4723.16,4799.48,0.4,59.8,44.85,1330.53,-0.4,1601.62,1037.63,19358.25,20396.87,11493.67,11743.28
2016.04,242.13,249.51,4772.34,4826.09,0.45,59.7,49.14,1340.5,-0.1,1613.58,1043.87,19629.82,20576.7,11741.81,11965.54
2017.01,243.84,250.8,4820.02,4849.59,0.7,60,51.77,1349.3,-0.1,1624.38,1048.07,19954.05,20296.74,11972.12,12011.36
2017.02,244.12,251.47,4859.66,4876.74,0.95,60.1,48.24,1366.67,0.1,1631.84,1048.89,19884.05,20259.45,11911.68,11966.78
2017.03,245.29,252.44,4923.15,4915.19,1.15,60.2,48.16,1382.37,0,1658.76,1063.5,19845.66,20272.68,11895.63,11955.1
2017.04,247.24,253.9,5009.27,4970.59,1.2,60.1,55.37,1400.1,0.6,1673.45,1080.1,20177.3,20593.98,12155.47,12206.86
2018.01,249.32,255.73,5082.14,5011.02,1.45,60.3,62.89,1412.73,0.7,1697.03,1099.63,20525.62,20740.33,12415.95,12367.57
2018.02,250.68,257.06,5145.23,5037.62,1.74,60.5,68.03,1419.8,0.4,1725,1113.45,21004.5,20934.76,12903.54,12743.15
2018.03,251.69,257.99,5199.68,5069.04,1.92,60.4,69.76,1434.7,0.4,1746.85,1128.06,21217.78,21122.94,13133.75,12960.35
2018.04,252.71,259.47,5229.47,5076.22,2.22,60.6,59.08,1447.8,0.5,1767.74,1148.35,21559.09,21334.71,13515.83,13300.5
2019.01,253.41,261.1,5276.03,5103.79,2.4,60.6,54.83,1464,0.5,1804.54,1172.13,21935.54,21908.47,13866.52,13758.52
2019.02,255.22,262.38,5346.19,5146.13,2.4,60.6,59.78,1483.93,0.1,1826.05,1184.23,22057.03,22264.8,14068.27,14095.83
2019.03,256.08,263.9,5423.57,5204.4,2.19,60.9,56.37,1506.2,-0.5,1849.15,1194.2,22024.02,22689.29,14121.66,14390.02
2019.04,257.89,265.45,5475.6,5237.77,1.64,61,56.96,1533.47,0,1872.16,1198.01,22729.43,23804.59,14693.72,15158.61
2020.01,258.8,267,5426.63,5166.39,1.26,60.7,45.76,1564.33,0.1,1887.54,1217.54,23167.13,24140.74,14859.3,15290.18
2020.02,256.32,265.77,4978.29,4758.71,0.06,52.9,27.81,1650,2.3,2696.54,2207.49,24023.67,26008.91,14936.09,15629
2020.03,259.24,268.25,5411.91,5127.95,0.09,56.1,40.89,1825.97,2.5,2439.24,1778.7,26249.48,28461.63,16161.74,16661.77
2020.04,261.04,269.8,5506.13,5181.03,0.09,57.4,42.45,1847.77,0.7,2126.59,1465.91,26936.57,28954.16,16575.44,17058.65
2021.01,263.73,270.88,5650.05,5247.64,0.08,57.6,57.79,1883.6,1.2,2764.58,2042.83,27659.55,29467.08,16897.93,17353.78
2021.02,268.56,275.65,5823.09,5327.39,0.07,58,66.09,1937.3,2.3,2371.1,1900.93,28069.88,29109.77,17044.57,17383.67
2021.03,272.89,279.11,5957.24,5370.77,0.09,58.6,70.62,1995.77,2.9,2285.28,1665.01,28385.39,29577.29,17087.87,17437.14
2021.04,278.71,283.37,6163.65,5461.9,0.08,59.3,77.45,2032.77,3.5,2184.82,1519.78,28588.33,29726.16,17024.93,17289.26
2022.01,284.89,288,6257.28,5434.72,0.12,59.9,94.45,2079.3,4.1,2082.66,1482.11,29512.53,30383.39,17510.07,17619.41
2022.02,291.54,292.23,6386.07,5427.04,0.77,59.9,108.72,2089.2,3,2193.63,1496.37,30355.16,29972.42,18157.96,17846.72
2022.03,295.5,296.63,6498.66,5462.78,2.19,60,93.18,2092.83,2.3,2223.51,1516.1,30554.44,29359.59,18257.49,17715.51
2022.04,298.52,300.35,6602.1,5497.5,3.65,60,82.79,2088,1.1,2293.96,1543.93,31034.43,28667.15,18747.94,17702.88
